SOC (%),Voltage (V),Current (A),Battery Temp (°C),Ambient Temp (°C),Charging Duration (min),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class
-0.9513245440061697,-1.6002966028860157,-1.2493725298353255,-0.4796567378306147,-1.0483248109428567,0.47324106246025155,-0.0917840690930429,Normal,0.09178406909303491,Li-ion,-0.8324137847754157,Model B,1.0781000868494848
-1.055775899586839,0.6795507709861824,0.1032597892644105,0.4569712760461062,0.5139262502177916,-1.0442010553810253,-1.3990756797233674,Slow,1.3990756797233639,LiFePO4,-0.30921692606250173,Model A,-1.5970862328762838
-1.0503690504395629,1.431367140612897,-0.31413219651900837,-0.5456575792453492,-0.8168377355096526,-0.9914376766844188,-1.455793921032118,Fast,1.4557939210320785,LiFePO4,-1.4238537120161012,Model A,-0.2594930730133995
-0.6367357777196377,-1.1172253641280292,-0.5334577415088159,0.8458394965820533,1.3666917601157345,-1.5801361341741595,-1.632395350912954,Fast,1.6323953509129243,LiFePO4,0.13057173778313613,Model B,-1.5970862328762838
0.11809471435668649,0.20852167288811577,1.3672614416428954,-0.29965394492341013,1.4001767758094064,-0.6099589272859698,-0.5192805767076536,Slow,0.5192805767076374,LiFePO4,-0.3850425577600255,Model B,-0.2594930730133995
-0.1996031397329446,1.3979641378123941,-1.653336748748243,-1.4730804331730756,-0.6862318509726887,0.2118992829492944,-0.06442216616006088,Normal,0.06442216616006477,LiFePO4,-0.6997189293047491,Model A,-0.2594930730133995
-0.6812802436337069,-1.6190543796142622,0.5552056652157769,1.0240687846881082,-0.9208591778345917,1.243004426914709,0.8873649886295064,Slow,-0.8873649886295293,LiFePO4,0.4642045172522407,Model A,1.0781000868494848
0.4162300247789047,0.651641163388644,1.5859292474231423,-0.7142210599754724,-0.2886976286025103,0.5825241478830806,0.6475096899929206,Fast,-0.6475096899929101,LiFePO4,-1.5679224122413964,Model A,1.0781000868494848
-1.2006772784206359,-0.7175754621921787,0.19871890333945633,-0.20108310945562916,-0.8841176649881248,-0.21808194461229394,-0.8014443810639517,Slow,0.8014443810639683,Li-ion,0.43766554615810743,Model A,-0.2594930730133995
-0.6781464153172151,1.42845081099858,1.4945142797648654,0.6808938596849309,0.6215911438342175,1.5721431190141886,1.1465334507999934,Fast,-1.1465334507999996,Li-ion,-1.2684111670361775,Model C,1.0781000868494848
-0.4240974492290821,1.5881484967924377,-1.5486336723073095,-0.5512208176396505,1.1574192935795615,0.7634324903856604,0.4168837528795978,Normal,-0.4168837528796138,Li-ion,-0.41158152885415883,Model B,1.0781000868494848
-0.1170222421233573,1.4964555373273152,-0.28764991294274567,-1.5141554134305775,0.6240606803200162,1.492767863961205,1.1159510109981785,Fast,-1.1159510109981914,Li-ion,0.9494885601163928,Model A,1.0781000868494848
1.0095230754014066,-0.11226633522357643,-0.8334002085300309,-0.4064863251303735,1.1514423832984697,0.1007054187068138,0.538859165252998,Normal,-0.5388591652530074,Li-ion,-0.4836158789668064,Model B,-0.2594930730133995
-0.994678562251166,1.2150500541791696,0.7858118897914337,1.5849578487252185,-0.33859760659209964,-0.8283696973529552,-1.0566315495097396,Normal,1.0566315495097052,Li-ion,-0.1841046337615875,Model A,-0.2594930730133995
0.08207743416875322,1.1551805896658756,1.6475193595178297,0.5283245345597355,-1.1777428214142835,-1.540960600598227,-1.28075943735839,Fast,1.2807594373583684,Li-ion,-0.5101548500609397,Model B,-1.5970862328762838
0.34969171646135605,-0.6431325524208513,-0.8458806026413831,0.6321495177748284,0.8501993411212295,0.7870831602891483,0.9408672806134953,Fast,-0.9408672806134906,Li-ion,-1.3139065460546917,Model B,1.0781000868494848
-1.51916939908533,1.1016745487747834,0.5221271021700513,0.495331182983962,-0.46592114580931465,-1.30417795414378,-1.8531598226059898,Normal,1.8531598226059836,Li-ion,1.1845480183787165,Model A,-1.5970862328762838
0.40148339055101157,-1.6085760701353344,-1.0469043969434169,-1.0170811395694408,0.6177104622591804,-0.6766696927817265,-0.5169660564885751,Slow,0.5169660564885786,LiFePO4,-1.3973147409219677,Model A,-0.2594930730133995
-1.0944592211738957,0.305460850350839,0.21647786230360144,-0.2514620006134427,-0.7791270344218628,0.1175900048085681,-0.45509314819157365,Fast,0.45509314819153107,LiFePO4,-0.09311387572455898,Model B,-0.2594930730133995
-1.455496679713593,-0.9480426056670335,-0.13235863386313018,0.9095093961180934,-1.4395445394215596,0.22805422881939758,-0.4090467773237784,Normal,0.40904677732375366,Li-ion,0.9570711232861452,Model B,-0.2594930730133995
1.5699086925267776,-1.3226002272046784,1.6155531203068774,-1.3578241491465706,1.73800275945657,0.35311390619117405,0.9364796660736097,Normal,-0.936479666073595,LiFePO4,1.275538776415745,Model B,1.0781000868494848
1.6272327393710022,-1.471865089312323,0.36508760748923946,-0.7418156238182396,-1.178145397339392,-1.1487383289404893,-0.31208688548957875,Slow,0.3120868854895633,LiFePO4,0.9646536864558976,Model C,-1.5970862328762838
1.0890109798880017,0.647768711280456,-0.5260162628310221,-0.7471689385368985,1.7234955862527774,-0.41054362550488677,0.08460265334880596,Fast,-0.08460265334880193,Li-ion,-1.359401925073206,Model A,-0.2594930730133995
-0.6354640259267272,-0.5720332741985672,-1.335894094594992,-0.20369385927757583,1.6846508332844807,0.41055280119339327,0.03546935114912896,Normal,-0.03546935114910588,Li-ion,0.308761972272317,Model C,1.0781000868494848
-1.3438350942058546,0.7452327108696871,-1.2080841808753597,1.7103382824342936,1.0449874152868797,1.6298853393452977,0.9830101757755776,Slow,-0.9830101757755872,Li-ion,0.5438214305346407,Model C,1.0781000868494848
0.6639906374826923,-1.5115545552798053,-0.9532624513797576,-1.4760496662105576,0.576401353481163,0.7924300274551659,0.874905642808499,Normal,-0.8749056428085134,LiFePO4,-1.181211690584025,Model A,1.0781000868494848
-0.17150856448665705,-0.6561724812433999,-0.8650202483001128,0.09887260085431325,0.2918369102587114,1.4666213163857382,1.237366468386172,Fast,-1.2373664683861756,LiFePO4,0.8964106179281263,Model A,1.0781000868494848
-1.2604287107293897,0.11114000836205006,1.197940295808213,-1.0855913907678627,1.2970129923418687,0.9120065890970971,0.08523975132036585,Slow,-0.08523975132037104,Li-ion,-0.7603794346627681,Model C,1.0781000868494848
0.016842613893463785,0.9709639726255368,0.20234703695785208,1.6765073713602243,-0.7135938125945731,0.32245558213668435,0.47440871609918556,Normal,-0.47440871609921936,LiFePO4,-1.018186582434349,Model A,-0.2594930730133995
-1.5604578242438605,-0.6443234570997667,0.07219486832978858,-1.3161799923585036,-0.09213108085153897,-1.0596356265366715,-1.8471982261626256,Slow,1.8471982261626079,LiFePO4,-0.8248312216056634,Model B,-1.5970862328762838
1.4344753644827477,0.40683840865702364,-1.3335784883536705,-0.3028875144454241,0.4368211413993002,0.5816880486147902,1.1867590690509127,Fast,-1.1867590690509076,LiFePO4,1.5674674584512116,Model B,1.0781000868494848
-0.7923552474665202,1.296966293540155,1.2307042482189594,0.863941161954828,-0.28909334778653606,0.4319409406149683,0.09151333072701631,Slow,-0.09151333072701558,Li-ion,1.673623342827745,Model C,1.0781000868494848
0.5896737407549208,0.37251761768816116,0.7582667485429826,0.7475998129159986,-0.23227530991706044,0.35963537001858914,0.6881660949974853,Fast,-0.6881660949974583,LiFePO4,0.17227583521677423,Model C,1.0781000868494848
-0.6111696088459154,-0.9379442499998843,-1.49561733011833,-0.2361219089894666,-0.5711819233480142,-0.030009602534818564,-0.34978630119707677,Normal,0.3497863011970455,LiFePO4,0.9494885601163928,Model A,-0.2594930730133995
0.10204606373845475,-1.6517221660256534,0.7067341178149579,-0.5021159867572791,0.24450510087474156,0.10440061202573939,0.08968819233726602,Fast,-0.08968819233727648,LiFePO4,1.3324080001888878,Model A,-0.2594930730133995
0.1932437728841202,1.242621928133413,0.1415071990436592,-0.32379099280084467,1.242876036059603,-0.5671677303447227,-0.44698096191703685,Normal,0.4469809619170522,LiFePO4,0.831958830985231,Model C,-0.2594930730133995
-1.0454058178614791,-1.6624390688920723,-1.4472573997752205,-0.7892048660317036,-1.0201073964550305,0.07209051815594572,-0.5289576278930062,Normal,0.5289576278930004,LiFePO4,1.3703208160376499,Model C,-0.2594930730133995
1.6407626578437713,1.2583746933288837,-0.15173374609161427,-0.9949483801060647,1.535259590716859,-1.040504797018225,-0.2356707907117684,Fast,0.2356707907117695,LiFePO4,-0.7073014924745015,Model B,-1.5970862328762838
0.9751449391543068,0.07501912058869308,-0.06092539085989387,-0.02560426896563261,0.6798311415947315,1.0605650627279897,1.4202164664238703,Normal,-1.4202164664238703,LiFePO4,0.23672762215966942,Model B,1.0781000868494848
1.5377779317553033,1.4786630307488458,-1.1581048168540746,-0.7743439541238002,1.1476864655054615,-1.0812349578375904,-0.2988275587301733,Slow,0.29882755873017436,Li-ion,0.35046606970595506,Model A,-1.5970862328762838
1.3848649635586154,0.9985490161765836,1.5250491022729764,-0.7082754974680886,0.21646868079284634,-1.4298258125783359,-0.6778152361155358,Normal,0.6778152361155254,Li-ion,-1.3025327013000632,Model B,-1.5970862328762838
0.3684685340257892,1.6801293146603804,1.1957361567053928,0.5807581292889774,0.9951237239568831,-0.21514377650519567,0.04904795496073255,Fast,-0.04904795496072855,LiFePO4,-0.4494943447029207,Model A,-0.2594930730133995
1.4774477281018576,-0.5349448877474602,0.5732074391419809,1.6690403791246458,-1.6662773950364491,0.5527172227352173,1.3912756973557034,Slow,-1.3912756973557259,Li-ion,0.41870913823372646,Model A,1.0781000868494848
-1.375257339868888,0.8904174635258411,-0.13799011306935935,0.3953450800346318,1.1306271270324144,-0.2100579362931177,-0.8160147290642562,Slow,0.816014729064236,LiFePO4,-0.37366871300539695,Model A,-0.2594930730133995
-1.0073127549973784,-0.35965101443452757,-0.31182742026373633,-1.4429701797724837,-1.5828128489019089,-0.7666470911630203,-1.329264497233859,Normal,1.3292644972338288,LiFePO4,0.7295942281935739,Model B,-0.2594930730133995
-1.5233562097051903,-0.09289056701850246,0.5111143106229847,-1.4478424489804607,1.380036023934038,0.20645839187006057,-0.7118157641694159,Normal,0.7118157641694146,LiFePO4,0.5931080911380311,Model C,-0.2594930730133995
-0.5645502562815503,0.4123625106804099,0.14802188831981336,1.6093030409243854,1.735844367589262,-0.5237374611673147,-0.5722001785351639,Fast,0.57220017853512,Li-ion,-0.4684507526273016,Model C,-0.2594930730133995
-0.347710621310092,1.2548682116846106,-1.5141785099605594,-0.6739666283814707,-0.6974578986727854,1.502112731858816,1.1011051920043782,Slow,-1.101105192004385,LiFePO4,0.8774542100037452,Model B,1.0781000868494848
-0.749330794551325,1.6327264384940534,0.034736219530860805,-1.390306723644176,-0.9894593018395006,1.466764412003895,0.7976768770959688,Fast,-0.797676877095976,LiFePO4,-1.0940122141318727,Model C,1.0781000868494848
1.158636312641997,0.8941312296686468,1.045837215131596,0.37931441955969697,0.9457762801329541,0.01351106829975893,0.6170960503172269,Normal,-0.617096050317227,Li-ion,-0.4494943447029207,Model A,-0.2594930730133995
-0.456987855769515,-0.30545383336967086,-0.14850251303807321,0.46519611681980333,-0.8405530814330255,-0.589846329513241,-0.7003694136714015,Slow,0.7003694136713897,Li-ion,1.2907039027552498,Model C,-0.2594930730133995
-0.7165192505242794,-0.2931665496860342,-1.5496702339850332,0.5519569067704505,1.2951331335078475,0.8252842697896003,0.44679905187314883,Fast,-0.44679905187315433,LiFePO4,-0.7452143083232634,Model B,1.0781000868494848
0.17950298958180258,0.7890929892347807,0.9766001856306031,-0.7782942867709909,-1.3641881654382129,-1.5966799375832355,-1.4218481635263505,Fast,1.4218481635263542,Li-ion,1.6281279638092305,Model C,-1.5970862328762838
-1.1957810737271126,-0.9180336673753118,-1.035667935548386,-1.6589250977134324,-1.2836030784830308,-0.08193606042192418,-0.8322599274570585,Fast,0.8322599274570647,Li-ion,1.0518531629080499,Model A,-0.2594930730133995
1.0677868292997723,-1.3571420538514976,-0.8386877644872576,1.6567468599594348,1.6911764875645143,-0.5606639235352933,0.1954649366156579,Fast,-0.19546493661566827,LiFePO4,-0.9802737665855871,Model A,-0.2594930730133995
-1.4229809801427904,-0.521562008060818,-1.1617796760177967,-0.8359194043954531,0.6266643813986781,1.4594708698894105,0.5217017371970949,Fast,-0.5217017371971076,LiFePO4,-0.9347783875670729,Model B,1.0781000868494848
1.6999892789120785,-0.7521763020799562,-0.5923837199846697,0.6480214497506074,1.2300197747197492,-1.6821237825241366,-0.60558853850657,Slow,0.6055885385065675,LiFePO4,-0.6466409871164825,Model B,-1.5970862328762838
0.9652589935662301,-0.7211378267368155,0.8750201549543062,0.7548442074883642,-0.5919458134756527,0.1879369383363749,0.7185838005979042,Fast,-0.7185838005979128,Li-ion,0.8888280547583738,Model B,-0.2594930730133995
-0.997958185979539,-0.935725568550211,0.058416377041353267,0.41758051966160653,0.6358859977066894,0.8374946104656783,0.3062592112617292,Slow,-0.30625921126174277,Li-ion,1.154217765699707,Model A,1.0781000868494848
-1.6592688896932877,-1.5911711049545163,-1.0235667856381803,-0.6194563849319723,0.3491388882424309,-0.04649634557397977,-0.9160911449152653,Fast,0.9160911449152724,Li-ion,1.0821834155870595,Model C,-0.2594930730133995
1.113191660822756,-1.674059854530573,1.291564087436388,-0.7653994759190185,0.3801988044757983,-1.428315618538431,-0.8149502936189511,Normal,0.814950293618926,LiFePO4,0.05474610608561237,Model C,-1.5970862328762838
0.7414347452292637,1.6451803960705904,1.2975906863798992,0.37451038592001096,0.6569756082939113,1.6390228664864244,1.8656686292142937,Normal,-1.8656686292142892,Li-ion,0.09265892193437425,Model B,1.0781000868494848
0.8172546405199995,-0.27120777697126575,1.266616385788384,1.311464433953242,0.2833020697518982,0.06758745919148783,0.5980337429387566,Fast,-0.5980337429387409,Li-ion,-1.6475393255237962,Model C,-0.2594930730133995
0.9619234989064036,-0.4199004167821665,-0.9068899778712138,1.5929342229748822,-0.22678067749892483,0.40015156738971963,0.9955982712277747,Normal,-0.9955982712277679,LiFePO4,0.38837888555471695,Model C,1.0781000868494848
-1.4247130144923421,0.5908143348260034,-0.17602657103809352,-1.3420018962776157,-0.7607219807556065,-0.905461303353642,-1.646019134841464,Slow,1.6460191348414892,LiFePO4,-1.321489109224444,Model B,-0.2594930730133995
-0.4511262232851665,-0.9882731190695605,1.660222811357833,-1.1712353070188777,0.9569961388935517,-0.051751980816043285,-0.39053399935800504,Fast,0.3905339993580001,LiFePO4,-0.6125194528525968,Model B,-0.2594930730133995
-1.281546089480684,1.515945242362851,0.9275221343448721,1.5859619910936786,-0.9338340556125551,-0.2396827178609361,-0.6703422723566189,Slow,0.6703422723566104,Li-ion,-1.7119911124666916,Model A,-0.2594930730133995
1.2762724701487584,0.955980051133867,-1.6349518197354282,0.8592297947559304,0.6912207481348503,-1.4646481802649534,-0.5953592128802562,Fast,0.5953592128802663,LiFePO4,0.35046606970595506,Model A,-1.5970862328762838
0.45540759531928565,-1.4292291153641719,-1.5040933857079792,1.3704480979226759,-0.9092170825590261,-1.3565393524607254,-0.8445592749496222,Normal,0.8445592749496263,Li-ion,0.8471239573247358,Model A,-1.5970862328762838
-0.5454917762149517,-0.3060904275387552,-0.13236245214497508,-1.0043738775100413,0.45753241981327214,1.172247988992591,0.6748669306640883,Slow,-0.6748669306641318,Li-ion,1.556093613696583,Model A,1.0781000868494848
-1.460608120062412,1.2734903252438872,1.3995548488998975,0.3393174135038598,0.8820229230579294,-0.8943609328554862,-1.4750072529663392,Normal,1.4750072529663152,LiFePO4,1.2793300580006213,Model C,-0.2594930730133995
-0.6136641695172743,1.4980487929069461,0.12486857248218648,0.7356802295971305,-0.9601878877329089,-1.0494870958729183,-1.1587040559869144,Normal,1.1587040559869022,LiFePO4,-0.9651086402460823,Model C,-1.5970862328762838
-0.5650534741361144,-0.13558235525509102,-0.015801946441944548,0.6622823549988166,-1.513762098614662,0.022292800268443203,-0.18514718275840128,Fast,0.1851471827584011,LiFePO4,-0.5025722868911874,Model A,-0.2594930730133995
0.819305081083588,0.36412650277641645,-1.3655564625136825,-0.28700319415630493,-1.266105265970813,0.9346040662987721,1.203943567060798,Slow,-1.2039435670607765,LiFePO4,1.393068505546907,Model A,1.0781000868494848
0.5042180057118404,-1.1635698795989091,0.5310907573227361,-1.657933062643241,0.3901247056323115,-1.509425344753235,-1.2790492024208622,Normal,1.2790492024208495,LiFePO4,1.2414172421518594,Model B,-1.5970862328762838
1.358799800922242,1.656974905322117,1.0998480066314744,0.3230521862030719,1.2389426933856003,0.270901927246019,0.9386665270559357,Fast,-0.9386665270559296,Li-ion,-0.8096660952661586,Model C,-0.2594930730133995
-0.06175734605773374,-0.942351566608929,-0.41966476724029134,-0.8282105889297279,-1.5658749349165706,-1.311413752012251,-1.289851546003065,Fast,1.28985154600306,Li-ion,-0.49498972372143496,Model C,-1.5970862328762838
-1.268794600289645,1.4912030798913882,0.9399049831532509,-0.140042910619676,0.836951235731331,-1.597550951348782,-2.060748868746493,Fast,2.0607488687464945,Li-ion,-1.5565485674867678,Model A,-1.5970862328762838
0.7632992658533877,0.48813921026477425,1.589652383855706,1.6307970139451953,-0.5327105289454198,-1.5412466852741085,-0.831875293485722,Normal,0.8318752934856817,LiFePO4,1.1504264841148308,Model C,-1.5970862328762838
0.9260318279501456,0.3447055903493756,-1.0274020590827913,-0.31882417948783187,-0.054311062099178034,1.1608079100729214,1.454701710098258,Fast,-1.454701710098244,Li-ion,0.5059086146858788,Model B,1.0781000868494848
0.24310702258661854,0.019409315535360107,0.07198404748440741,1.2196843120546805,1.5158269000527889,-1.3156944623997902,-0.9275553065527333,Slow,0.9275553065527647,LiFePO4,0.6234383438170407,Model B,-1.5970862328762838
0.9608857448534339,-0.9457804657197642,-0.7405809368489354,-1.053562542512457,-0.5653005469415786,-1.5675009179830075,-1.0441598016305575,Slow,1.04415980163054,LiFePO4,-1.685452141372558,Model C,-1.5970862328762838
0.01211431163978716,-1.131077017498668,0.9992242085114821,0.6355749483437784,-0.10030471150838394,-0.20942492973417784,-0.11371073913309689,Normal,0.11371073913307901,Li-ion,-0.294051799722997,Model A,-0.2594930730133995
0.1111678281934312,-0.9806331518581343,0.2586663726685407,1.6986038616974755,-1.6750566672947873,1.1947966384671962,1.3021876157685188,Slow,-1.3021876157685157,Li-ion,-0.3509210234961398,Model C,1.0781000868494848
-0.21467824089154872,-1.097159930143866,0.4547245455369511,-1.3560083632193347,-1.4382576760935455,-0.81625294554227,-0.9780120243062044,Fast,0.9780120243061867,LiFePO4,0.5476127121195169,Model B,-0.2594930730133995
-1.5911604851816132,0.9328425607502768,1.0166311220264663,-1.6826283946114131,-0.8211491160399468,-0.26539851310836676,-1.1914181358622136,Normal,1.1914181358621987,Li-ion,-0.4381204999482921,Model A,-0.2594930730133995
-1.3088539027594914,-0.5369523366641488,-0.36616684621465123,-0.1982351395417833,-1.6256517342005086,-1.5855815741003685,-2.0757604905786713,Fast,2.0757604905786313,LiFePO4,1.5257633610175736,Model C,-1.5970862328762838
-1.5705877693106478,-1.5372695591358057,1.4197488070716777,-1.3883572725392663,0.4786096391867204,-0.17077061527915294,-1.065581195735362,Normal,1.0655811957353605,Li-ion,1.2679562132459927,Model A,-0.2594930730133995
0.5002915647945062,1.5814555376288622,0.10535211455624761,0.9005895227005771,-0.23606910198737055,0.27368607474999396,0.5840530320727434,Normal,-0.5840530320727461,Li-ion,-0.8968655717183109,Model A,-0.2594930730133995
-0.6021159740445197,1.289464790845339,-1.1850068172691997,1.4805912485873516,0.18841703861852732,0.2504974602499694,0.08761466202018045,Fast,-0.08761466202019619,Li-ion,-1.4579752462799869,Model B,-0.2594930730133995
0.06269015959643415,1.4399367928701463,0.6656710332829583,-0.19670565830702588,-1.1138321529924664,-0.5741382391434088,-0.5033436766767414,Slow,0.5033436766767331,Li-ion,1.093557260341688,Model A,-0.2594930730133995
1.4284715855035826,1.669772050582372,1.0006241656136914,-0.8086283493580546,-0.6909568435201345,-0.6325539199487626,0.04516029210213446,Slow,-0.04516029210213113,Li-ion,1.1921305815484688,Model C,-0.2594930730133995
-0.8248322726162425,-1.1400875371828252,-0.6386671122237565,-0.19537106661840387,0.5917477976100178,-1.3549374378391479,-1.6334526490154586,Normal,1.6334526490154555,LiFePO4,0.6348121885716692,Model A,-1.5970862328762838
-0.2734112122873957,-0.3791208689196526,1.220519524578047,0.8135477798998688,1.642890743667319,-0.4552853839368263,-0.4536569394558326,Fast,0.45365693945584534,Li-ion,-1.560339849071644,Model A,-0.2594930730133995
0.9081159063475212,0.8597873376073955,1.3889692821607103,-1.6800655790384995,-1.546977569281036,-1.3795884685687676,-0.9685233200203217,Fast,0.9685233200203011,Li-ion,0.1760671168016504,Model C,-1.5970862328762838
-0.8949844213199624,0.6468509593992264,-0.7757869195790761,0.3458381390111927,1.3816780328789007,0.9271655279793383,0.4289523911874164,Normal,-0.42895239118742257,Li-ion,-0.6959276477198729,Model B,1.0781000868494848
-1.414665487277284,-1.2085339254089853,1.65517185242031,0.4290443589723571,0.28860881806230476,1.6176286638965762,0.8014364019788704,Slow,-0.8014364019788559,LiFePO4,0.36942247763033603,Model B,1.0781000868494848
-0.6863384370616997,1.0569011002215531,-1.2443285426019348,0.5142013202678585,0.24341640107131082,1.630769145095312,1.1772182297329603,Fast,-1.1772182297329337,LiFePO4,-0.9461522323217014,Model C,1.0781000868494848
-1.1263032700530644,-0.9670996147448916,-1.033425265656754,-0.8668837871381698,0.02152370512202771,1.2676804764699343,0.4916478306435728,Slow,-0.49164783064354994,LiFePO4,1.5295546426024498,Model C,1.0781000868494848
1.504227655418592,-0.9692316426763883,-1.0946306613887065,0.7807539093525188,-1.480810712991323,0.35383643767422673,1.1322705623865328,Slow,-1.132270562386533,LiFePO4,0.5968993727229073,Model B,1.0781000868494848
1.0880629034413676,0.10252619406269547,1.3471577111778994,-1.3926645766115417,-1.4093948980616566,0.6998784330017621,1.0077636278978366,Normal,-1.0077636278978277,LiFePO4,-1.2646198854513013,Model A,1.0781000868494848
0.4899996434417782,0.29406434514812496,0.522532885871235,-1.0161100824852995,0.37239532863402575,-0.7374222553877469,-0.528002847162043,Normal,0.528002847162013,Li-ion,-1.6968259861271868,Model C,-0.2594930730133995
1.304879438652932,0.25007334034579104,-1.2051342991843756,1.351167177762155,-0.5339659753582199,0.4574976036143569,1.188318606887555,Slow,-1.1883186068875513,Li-ion,-0.4874071605516826,Model A,1.0781000868494848
1.0728361531357973,-1.4221247112339739,-0.21358038896119147,0.8668668061663296,1.4754116929166883,-0.14804878502600932,0.4827062783978986,Fast,-0.48270627839790803,Li-ion,-1.0257691456041014,Model C,-0.2594930730133995
-1.0395332264576544,1.2678178329051548,0.38838087699242874,-1.663690127303687,-0.3051316289451524,-0.05687221567581691,-0.7342139136185775,Fast,0.7342139136185406,LiFePO4,0.32392709861182173,Model B,-0.2594930730133995
1.3771002876453755,-0.8262341307520726,-1.4412756536500377,-0.8447043221277158,-1.2231928217016605,0.8966691838663189,1.3826850093151977,Normal,-1.3826850093152279,LiFePO4,0.7978372967213453,Model A,1.0781000868494848
0.1680226324640412,-1.2919761854169658,1.3073422002731865,-0.9632768905192951,0.7691975682161385,-0.7487898422477585,-0.6894835020284572,Slow,0.6894835020284243,Li-ion,-1.5072619068833772,Model A,-0.2594930730133995
1.0857344631630692,1.3064475647796348,1.0362041557314787,-0.766411470720253,-0.6999474941432486,-0.6238869903413417,-0.10966544943133237,Fast,0.10966544943135663,LiFePO4,1.1504264841148308,Model C,-0.2594930730133995
1.3891915224329017,1.5354199552396464,0.009636381613643524,-0.8475543062755051,0.109358080237164,1.4736685869050197,1.9038378018042001,Fast,-1.9038378018042037,LiFePO4,1.673623342827745,Model A,1.0781000868494848
-0.5896304300140616,1.2153408454695473,1.598768987253636,-1.4934194254671604,0.710322175677355,-1.5292120891829166,-1.8124091149534423,Normal,1.8124091149534238,LiFePO4,1.6243366822243543,Model C,-1.5970862328762838
-1.3014584175672868,1.0352814261384975,-0.2912014487001473,-0.1097232124348187,1.4161252010367165,-0.0443652184745469,-0.6856422260425481,Slow,0.6856422260425395,Li-ion,1.230043397397231,Model B,-0.2594930730133995
-0.8979385212129979,0.5072888515527904,1.6571976473838734,0.8459596553124328,1.0393149860553712,1.4327239003072003,0.9323631782884843,Fast,-0.9323631782884748,Li-ion,-0.05899234146067329,Model A,1.0781000868494848
-0.21616120674502687,0.1500396366189383,0.5694150883156677,0.4061466132122823,0.6354582522580443,0.3869312867554164,0.283513153283474,Normal,-0.2835131532834783,LiFePO4,-0.9120306980578157,Model C,1.0781000868494848
1.1219318556771136,-1.4375259197902723,0.455030233847142,0.6370101520648146,0.6468669031735843,0.16577955044206916,0.7626335728462692,Fast,-0.7626335728462501,LiFePO4,-1.7271562388061963,Model A,-0.2594930730133995
